Element,Attribute
23065,1
23067,2
23070,8
23081,3
24010,15
24020,2
24030,15
24040,9
24081,2
25010,56
25020,1
31110,13
31120,32
31130,1
31140,7
31150,4
31161,7
31162,8
31163,2
31164,2
31165,3
31181,2
31182,13
31191,5
31193,3
31194,5
31195,1
31210,12
31220,10
31281,3
31282,5
31291,1
31320,3
32120,1
32130,6
32163,1
32164,1
32182,3
33110,14
33120,7
33130,3
33181,1
33210,1
41010,62
41020,5
41030,29
41050,2
41081,12
41082,5
43010,173
43030,1
43040,19
43081,10
43082,37
51010,8
52010,8
53030,1
53040,1
60030,6
72010,70
72020,1
72040,11
72050,27
73010,5
74010,2
91010,21
93010,15
99820,12
policy-marker,code
1,2607
2,2607
3,2607
5,2607
6,2607
7,2607
8,2607
policy-marker,vocabulary
DAC,18249
policy-marker,significance
0,16107
1,569
2,1573
default-tied-status,code
 ,90
4,38
5,2479
default-flow-type,code
10,2607
default-aid-type,code
A01,8
A02,10
B01,147
B02,90
B04,124
C01,1847
D01,2
D02,329
E01,3
F01,6
G01,18
H01,11
H02,12
default-finance-type,code
110,2600
610,7
recipient-country,code
AF,64
AL,8
AM,5
AO,12
AR,3
BA,22
BD,49
BF,24
BI,14
BJ,39
BO,50
BR,5
BT,2
CD,35
CI,2
CL,4
CM,1
CN,19
CO,44
CR,1
CU,1
CV,3
DO,5
DZ,5
EC,7
EG,48
ER,7
ET,56
GE,12
GH,30
GN,1
GT,47
HN,4
HR,8
HT,6
ID,73
IN,10
IQ,16
IR,18
JO,17
KE,46
KG,5
KH,5
KP,4
KZ,9
LB,15
LK,60
LR,1
LY,3
MA,21
MD,7
ME,5
MK,14
ML,52
MM,14
MN,11
MW,2
MX,5
MY,1
MZ,52
NA,1
NE,1
NG,18
NI,35
NP,3
OM,5
PA,1
PE,13
PG,1
PH,7
PK,38
PS,43
RS,17
RW,25
SD,72
SL,1
SN,21
SO,13
SR,46
SV,2
SY,2
TD,1
TH,6
TJ,6
TN,6
TR,17
TZ,31
UA,2
UG,45
VE,5
VN,20
XK,12
YE,47
ZA,69
ZM,22
ZW,38
recipient-region,code
89,18
289,87
298,54
389,4
489,3
498,7
589,2
619,3
679,3
789,1
798,18
998,606
budget,type
None found
budget/value,currency
None found
budget/period-start,iso-date
None found
planned-disbursement/value,currency
None found
planned-disbursement/period-start,iso-date
None found
transaction/transaction-type,code
C,7595
D,13680
transaction/value,currency
,21275
transaction/provider-org,ref
NL-1,21275
transaction/receiver-org,ref
10000,6
11000,3904
12000,2295
13000,503
21000,1178
21004,5
21005,3
21010,10
21011,18
21013,12
21016,92
21017,7
21020,8
21021,5
21023,13
21026,16
21031,3
21032,52
21033,111
21037,16
21038,8
21042,38
21043,12
21045,12
21046,1
21049,16
21053,7
21057,35
21058,11
22000,2721
23000,3513
30001,13
30004,15
30005,4
30006,5
30009,6
30011,146
31000,93
31001,14
31004,24
32000,60
41000,60
41101,4
41103,11
41106,8
41108,34
41110,15
41112,9
41114,631
41116,17
41119,90
41120,7
41121,30
41122,274
41123,4
41124,47
41127,12
41128,22
41130,38
41134,15
41140,70
41301,66
41302,54
41304,96
41305,15
41307,53
41313,17
41315,6
42000,13
42001,4
42003,48
43001,26
44000,38
44001,517
44003,13
44004,76
44007,10
45001,8
46000,38
46002,54
46004,220
46012,2
46015,4
46019,32
47000,146
47005,8
47015,16
47018,4
47029,5
47035,6
47043,1
47044,7
47045,13
47051,5
47053,4
47056,17
47058,23
47059,21
47066,95
47069,40
47073,8
47075,12
47077,20
47078,6
47079,21
47081,18
47083,9
47089,6
47093,14
47102,3
47105,23
47106,6
47122,2
50000,74
51000,1097
52000,1726
transaction/transaction-date,iso-date
1997,1
2001,11
2002,63
2003,120
2004,254
2005,405
2006,984
2007,1621
2008,2475
2009,3784
2010,5543
2011,6014
document-link,format
None found
document-link,category
None found
related-activity,type
None found
conditions,type
None found
result,type
None found
result/indicator,measure
None found
